,Template,Frequency,Class
1538,[O:1]-[C:2]>>[O:1].C-C-C-S(=O)(=O)-O-[C:2]_10_00_00,1,1539
1539,[N:3].[O:4]-[c:5](:[n:1]):[c:6]:[c:7]:[n:2]>>[n:1].[N:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-[O:4]-[C:5](=O)-[C:6]-[C:7]=O_12-1-1010_0000000_0000000,1,1540
1540,[N:4].[C:1]-[C:2]=[C:3]>>[C:1]=[C:2]\[C:3].C-C(-C)(-C)-O-C(=O)-[N:4]_-101-1_0000_0000,1,1541
1541,[n:3].[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-C(=O)-O-[C:2].O=S(=O)(-[n:3])-c1:c:c:c:c:c:1_10-1_000_000,1,1542
1542,[N:5]-[c:4]:[c:3]:[c:2]:[c:1]>>[C:1]-[C:2]-[C:3]=[C:4]-[N:5]-C-c1:c:c:c:c:c:1_1100-1_00000_00000,1,1543
1543,[O:3].[N:5]-[c:4](:[n:1]):[n:2]>>[N:1].[N:2].C-C(-C)(-C)-C(=O)-[O:3].S=[C:4]=[N:5]_12-10-1_00000_00000,1,1544
1544,[O:2].[N:1]-[S:3]>>[N:1].C-C-[O:2].F-C(-F)(-F)-S(=O)(=O)-O-[S:3]_1-10_000_000,1,1545
1545,[O:1]-[C:2]>>[O:1].C-O-C(=O)-c1:c:c:c(-C-O-[C:2]):c:c:1-c1:c:c:c:c:c:1-C_10_00_00,1,1546
1546,[O:3].[O:4].[O:5].[N:1]-[C:2]>>[N:1].C-C-O-[C:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5]_10-1-1-1_00000_00000,1,1547
1547,[C:3]=[C:2]-[C:1]-[N:6]-[C:5]=[O:4]>>[C:1]=[C:2]-[C:3]-[O:4]-[C:5]=[N:6]_000000_000000_000000,1,1548
1548,[O:3].[O:1]-[C:2]>>[O:1].O-[C:2].C-O-C-C-O-C-[O:3]_10-1_000_000,1,1549
1549,[O:2].[N:1]-[C:3]>>[N:1].C-[O:2].O=C(-O-[C:3])-O-C-c1:c:c:c:c:c:1_1-10_000_000,1,1550
1550,[c:4]1:[n:5]:[c:1]:[o:2]:[n:3]:1>>Cl-[C:1]=[O:2].O-[N:3]\[C:4]=[N:5]\[H]_00100_00000_00000,1,1551
1551,[n:3].[c:1]-[C:2]>>[c:1].O-[C:2].C-C(-C)(-C)-[n:3]_10-1_000_000,1,1552
1552,[S:5]1-[C:1]-[C:2]-[N:3]=[C:4]-1>>Br-[C:1]-[C:2]-O-C.[N:3]-[C:4]=[S:5]_00200_00000_00000,1,1553
1553,[c:1]-[O:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.O=C(-O-[O:2])-c1:c:c:c:c:c:1_00_00_00,1,1554
1554,[C:1]-[O:2]>>C-C(-C)(-C)-O-[C:1].C-C-C(-C)(-C)-O-C(=O)-O-C(=O)-[O:2]_00_00_00,1,1555
1555,[C:1]-[N:2]>>Cl-[C:1].C-N1-C(=O)-[C@@]23-C-[C@]4(-c5:c:c:c(-O-C-C-C-n6:c:c(-C-[N:2]-C(=O)-O-C(-C)(-C)-C):n:n:6):c:c:5)-[C@H](-N(-S(=O)(=O)-c5:c:c:c:c:c:5)-c5:c:c:c:c:c:5-4)-N-2-C(=O)-[C@H]-1-S-S-3_0-1_00_00,1,1556
1556,[C:2].[N:1]-[C:3]>>[N:1].C-[Si](-C)(-C)-[C:2].F-c1:c(-F):c(-F):c(-O-[C:3]):c(-F):c:1-F_1-10_000_000,1,1557
1557,[n:1]-[C:2]>>O-C(=O)-[n:1].C-C(-C)(-C)-O-C(=O)-O-[C:2]_00_00_00,1,1558
1558,[C:1]-[Br:2]>>[C:1].Br-S(=O)-[Br:2]_10_00_00,1,1559
1559,[O:4].[C:1]1-[C:2]-[C:3]-1>>[C:1]=[C:2].[C:3]=[N+]=[N-].O=C(-[O:4])-c1:c:c:c:c:c:1_000-1_0000_0000,1,1560
1560,[F:1]-[c:2]>>[F:1].[O-]-[c:2]_00_-10_00,1,1561
1561,[n:3].[n:1]:[c:2]>>[N:1].C-O-[C:2].O=C(-[n:3])-O-C-c1:c:c:c:c:c:1_10-1_000_000,1,1562
1562,[C:1]=[C:2]-[C:3]=[C:4]>>N-C1-[C:1]-[C:2]=[C:3]-[C:4]-C-1-c1:c:c:c:c:c:1_0000_0000_0000,1,1563
1563,[O:1]-[C:2]>>[O:1].C-C-C-C-C-C-C-C(=O)-C-C-C-C-C-C/C=C/[C@@H](-C(=O)-N-[C@H](-C-c1:c:c:c(-O-C-C#C-C):c:c:1)-C(=O)-O-C)-[C@@](-O)(-C-C-O-[C:2])-C(=O)-[O-]_10_00_00,1,1564
1564,[O:2].[c:1]:[n:4]:[n:5]:[c:3]>>Cl-[c:1].C-C-[O:2].O=[C:3].[N:4]-[N:5]_0-1012_00000_00000,1,1565
1565,[O:1].[C:2]-[C:3]-[O:4]>>C-[O:1].[Br]-[Mg]-[C:2].[C:3]=[O:4]_-100-1_0000_0000,1,1566
1566,[n:6].[c:4]1:[n:3]:[c:2]:[c:1]:[s:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5].C-c1:c:c:c(-S(=O)(=O)-[n:6]):c:c:1_10200-1_000000_000000,1,1567
1567,[O:1]-[C:3]-[C:2]-[c:4]>>[O:1]-[C:2]-[C:3]-[c:4]_0000_0000_0000,1,1568
1568,[O:2].[N:1]-[C:3]>>[N:1].C-C(-C)(-C)-[Si](-C)(-C)-[O:2].O=[N+](-[O-])-c1:c:c:c(-c2:c:c:c:s:2):c:c:1-N-[C:3]_1-10_000_000,1,1569
1569,[n:2].[c:1]-[F:3]>>[c:1].[n:2]-C1-C-C-C-C-O-1.O=S(=O)(-N(-[F:3])-S(=O)(=O)-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_1-10_000_000,1,1570
1570,[c:1]:[n:2].[O:3]=[c:4]>>[C:1]=[N:2].C-C(-C)-c1:c:c(-C(-C)-C):c(-S(=O)(=O)-[O:3]-[C:4]):c(-C(-C)-C):c:1_0001_0000_0000,1,1571
1571,[N:4]-[c:5]1:[n:6]:[c:1]:[c:2]:[c:3]:[n:7]:1>>C-N(-C)-[C:1]=[C:2]-[C:3]=O.C-C(=O)-[N:4]-[C:5](=[N:6])-[N:7]_000-1012_0000000_0000000,1,1572
1572,[C:1]-[C:2]>>Br-[C:1].[C:2]-[Li]_00_00_00,1,1573
1573,[c:2]1:[c:1]:[n:3]:[n:4]:[n:5]:1>>Br-[c:1]:[c:2].[N:3]=[N:4]=[N:5]_01000_00-110_00000,1,1574
1574,[O:2].[O:3].[O:4].[O:5].[S:1]-[C:6]>>[S:1].C-C(=O)-[O:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].C-C(=O)-O-[C:6]_1-1-1-1-10_000000_000001,1,1575
1575,[N:1]-[C:2](-[N:3])=[O:4]>>[N:1]=[C:2]=[N:3].C-O-c1:c:c:c2:c(:c:1):c(-C-C(=O)-[O:4]):c(-C):n:2-C(=O)-c1:c:c:c(-Cl):c:c:1_-10-11_0000_0000,1,1576
1576,[O:3].[O:4].[O:5].[c:1]-[C:2]>>Cl-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C.O=C(-[O:3])-c1:c:c:c:c:c:1.O=C(-[O:4])-c1:c:c:c:c:c:1.O=C(-[O:5])-c1:c:c:c:c:c:1_00-1-1-1_00000_00000,1,1577
1577,[Na:1]-[O:2]>>[Na:1]-[OH].F-C(-F)(-F)-C-[O:2]_00_00_00,1,1578
1578,[N:4].[C:1]-[N:3]-[N:2]>>[C:1]-[N:2]-[N:3].C(-[N:4]-C-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_0-11-2_0000_0000,1,1579
1579,[n:2].[n:1]-[C:3]>>[n:1].[n:2]-C1-C-C-C-C-O-1.O=[N+](-[O-])-c1:c:c:c(-O-[C:3]):c:c:1_1-10_000_000,1,1580
1580,[O:1]=[C:2]-[C:3]=[O:4]>>[O:1]-[C:2]=[C:3]-[O:4]_1001_0000_0000,1,1581
1581,[N:3].[N:2]-[C:1]=[N:4]>>[C:1]#[N:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]-C1-C-C-C(-N-C(=O)-c2:c:c(-O-c3:c:c:c(-C=O):c:c:3):c:c(-O-c3:c:c:c(-C#N):c:c:3):c:2)-C-C-1_0-2-10_0000_0000,1,1582
1582,[O:4].[O:3].[N:1]-[C:2]>>[N:1].O-[C:2].C-C-[O:3].C-C(=O)-[O:4]_10-1-1_0000_0000,1,1583
1583,[O:1]-[P:2]>>[O:1].F-C(-F)(-F)-C(-O-[P:2])-C(-F)(-F)-F_10_00_00,1,1584
1584,[O:3].[C:1]-[N:2]>>Cl-[C:1].C-C(-C)-C-[N:2].C-C(=O)-[O:3]_00-1_000_000,1,1585
1585,[N:3].[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C.O=C(-[N:3])-O-C-c1:c:c:c:c:c:1_00-1_000_000,1,1586
1586,[O:3].[n:1]:[c:4]:[n:2]>>[N:1].[N:2].C-C-[O:3].Cl-[C:4]=O_12-10_0000_0000,1,1587
1587,[n:1]:[c:2]>>[N:1].C-C1(-C)-O-[C:2]-O-C-1(-C)-C_20_00_00,1,1588
1588,[N:1]-[C:2]>>[N:1].O=C-c1:c:c:c2:c(:c:1)-C-C-[C@@H](-N-[C:2])-C-2_10_00_00,1,1589
1589,[O:2].[O:1]-[C:3]>>[Li]-[O:1].C-C(-C)(-C)-[O:2].C-C(-C)-C-[C@H](-O)-[C@H](-O)-[C@H](-C-C1-C-C-C-C-C-1)-N-[C:3]_0-10_000_000,1,1590
1590,[c:1]:[c:2]:[n:3]>>[C:1]#[C:2].C-O-C(=O)-[N:3]_-100_000_000,1,1591
1591,[O:3].[c:1]-[N:2]>>N-[c:1].[N:2]-[Na].C-C-[O:3]_00-1_000_000,1,1592
1592,[Cl:1]-[c:3]:[n:2]>>O=C1-C-C-C(=O)-N-1-[Cl:1].C-C(-C)(-C)-O-C(=O)-[n:2]:[c:3]_0-11_000_000,1,1593
1593,[O:1].[O:2].[O:3].[O:4].[O:5].[O:6].[O:7].[C:8]-[C:9]>>C-C(=O)-[O:1].C-C(=O)-[O:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].C-C(=O)-[O:6].C-C(=O)-[O:7].[C:8]=[C:9]_-1-1-1-1-1-1-1-1-1_000000000_000000000,1,1594
1594,[c:1]-[C:2]>>I-[c:1].[C:2]-O-C-c1:c:c:c:c:c:1_00_00_00,1,1595
1595,[n:2].[N:1]-[C:3]>>[N:1].C-C(-C)(-C)-O-C(=O)-[n:2].F-C(-F)(-F)-S(=O)(=O)-O-[C:3]_1-10_000_000,1,1596
1596,[C:1]1-[C:2]=[C:3]-[C:4]=[C:5]-1>>[C:1]1-[C:2]=[C:3]-[C:4]=[C:5]-1_-10001_00000_00000,1,1597
1597,[O:1]-[c:2]1:[c:3]:[c:4]:[c:5]:[c:6]:[c:7]:1>>C-[O:1]-[C:2]1(-O)-[C:3]-[C:4]=[C:5]-[C:6]=[C:7]-1_-1010000_0000000_0000000,1,1598
1598,[N:2].[O:4].[O:5].[O:6].[n:1]-[C:3]>>[n:1].C-N(-C)-C=[N:2].C-C(=O)-O-[C:3].O=C(-[O:4])-c1:c:c:c:c:c:1.O=C(-[O:5])-c1:c:c:c:c:c:1.O=C(-[O:6])-c1:c:c:c:c:c:1_1-20-1-1-1_000000_001000,1,1599
1599,[Cl:1]-[Si:2]>>[Cl:1].C-[Si](-C)(-C-S-c1:n:c:c(-C-O-C-C-N=[N+]=[N-]):c:n:1)-O-[Si:2]_10_00_00,1,1600
1600,[O:3].[c:6]1:[c:5]:[c:4]:[n:1]:[n:2]:1>>[N:1]-[N:2].[O:3]-C1-C-C-C-C-O-1.O-[C:4]=[C:5]-[C:6]=O_12-1000_000000_000000,1,1601
1601,[n:2]:[n:3]:[s:1]>>[S:1].[N:2].C-C(-C)-C-C-O-[N:3]=O_120_000_000,1,1602
1602,[N:4].[n:1]:[c:2]:[n:3]>>[N:1].O=[C:2]-[O]-[Na].O=[N:3]-[O-].C-C(-C)(-C)-O-C(=O)-[N:4]_100-1_0010_0000,1,1603
1603,[C:1]-[S:2]-[c:3](:[n:4]):[n:5]:[n:6]>>Br-[C:1].[S:2]=[c:3](:[n:4]):[n:5]:[n:6]_00011-1_000000_000000,1,1604
1604,[O:2].[C:3]-[S:5]-[C:4]-[N:1]>>[N:1].C-[O:2].I-[C:3].[C:4]=[S:5]_1-1000_00000_00000,1,1605
1605,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].C-C(-C)(-C)-C(=O)-C-[C:3]=O_210_000_000,1,1606
1606,[c:1]-[Br:2].[O:3]=[C:4]>>[c:1].Br-[Br:2].C1-C-[O:3]-[C:4]-O-1_1000_0000_0000,1,1607
1607,[O:2].[c:1]-[I:3]>>[c:1].C-[O:2].[I:3]-[Na]_1-10_000_000,1,1608
1608,[c:1]-[Cl:2]>>[c:1]-S-C1-C-C-C-C-C-1.[Cl:2]-c1:c:c:c:c:c:1_00_00_00,1,1609
1609,[Na:1]-[S:2]>>O-C(=O)-[O]-[Na:1].O=C-c1:c:c(-[N+](=O)-[O-]):c(-[S:2]):s:1_00_00_00,1,1610
1610,[n:4].[N:3].[N:1]-[c:2]>>[N:1].Cl-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-c1:c:c:c(-S(=O)(=O)-[n:4]):c:c:1_10-1-1_0000_0000,1,1611
1611,[C:5]-[C:4]=[C:3]-[C:2]=[C:1]>>[C:1]-[C:2]=[C:3]-[C:4]=[C:5]_1000-1_00000_10000,1,1612
1612,[N:3].[c:1]-[C:2]>>[c:1].C-N(-C)-[C:2].O=C-[N:3]_10-1_000_000,1,1613
1613,[N:1]-[C:2]>>[N:1].F-C(-F)(-F)-S(=O)(=O)-[C:2]_10_00_01,1,1614
1614,[N:3].[N:1]-[C:2]>>[N:1].C-C-O-[C:2].C-C(-C)(-C)-[N:3]_10-1_000_000,1,1615
1615,[C:1]-[O:2]>>Cl-[C:1].O=C-[O:2]_00_00_00,1,1616
1616,[c:1]-[O:2]>>F-[c:1].C-O-C(=O)-c1:c:c:c(-N2-C-C-N(-C-C3=C(-c4:c:c:c(-Cl):c:c:4)-C-C(-C)(-C)-C-C-3)-C-C-2):c:c:1-[O:2]_00_00_00,1,1617
1617,[O:3].[C:1]-[O:2]>>C-[C:1].[Na]-[O:2].C-C-[O:3]_00-1_000_000,1,1618
1618,[N:5].[c:1]:[n:2]:[c:3]:[c:4]>>[C:1]=[N:2]-[C:3](-[C:4])-[N:5]_0001-1_00000_00120,1,1619
1619,[O:1]-[P:2]>>[O:1].O-P(-O)(=O)-O-P(-O)(=O)-O-P(-O)(=O)-O-[P:2]_10_00_00,1,1620
1620,[O:1]=[C:2]>>[O-]-[O+]=[O:1].C-O-C(=O)-C-C/C(-C)=[C:2]_00_00_00,1,1621
1621,[N:2].[C:1]-[N:3]>>F-c1:c(-F):c(-F):c(-O-[C:1]):c(-F):c:1-F.O=C(-[N:2])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1.O=C(-[N:3])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_0-10_000_000,1,1622
1622,[O:3]=[C:5](-[c:2])-[C:4]-[O:1]>>[O:1].[c:2].[O:3].Cl-[C:4]-[C:5]#N_11200_00000_00000,1,1623
1623,[O:1].[c:2]1:[n:6]:[n:5]:[n:4]:[n:3]:1>>C-C-[O:1].[C:2]#[N:3].[N:4]=[N:5]=[N:6]-[Na]_-10000-1_000-110_000000,1,1624
1624,[n:3].[n:1]-[C:2]>>[n:1].Cl-[C:2].C-O-c1:c:c:c(-C-[n:3]):c:c:1_10-1_000_000,1,1625
1625,[N:7].[O:5].[O:6].[O:2].[O:3].[N:1]-[C:4]>>[N:1].C-[O:2].C-[O:3].C-C-O-[C:4].C-C(-C)(-[O:5])-[O:6].C-C(-C)(-C)-O-C(=O)-[N:7]-C(=O)-O-C(-C)(-C)-C_1-1-10-1-1-2_0000000_0000000,1,1626
1626,[N:3].[c:1]-[C:2]>>Br-[c:1].Cl-[C:2].[N:3]-C-c1:c:c:c:c:c:1_00-1_000_000,1,1627
1627,[n:1]-[C:2]>>[n:1].[C:2]-[O]-[Na]_10_00_00,1,1628
1628,[O:6].[O:3].[O:4].[O:5].[N:1]-[C:2]>>[N:1].O=[C:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].C-C(=O)-[O:6]_1-1-1-1-1-1_000000_000000,1,1629
1629,[N:3].[N:1]-[C:2]>>[N:1].C-C-N-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_000,1,1630
1630,[O:1]-[C:2]=[O:3]>>[O:1].C1-C-O-[C:2]-[O:3]-C-1_110_000_000,1,1631
1631,[n:2].[C:1]-[Cl:3]>>O-[C:1].[n:2]-C1-C-C-C-C-O-1.C-S(=O)(=O)-[Cl:3]_0-10_000_000,1,1632
1632,[O:1]-[C:2]>>[O:1].O-B(-O)-C-O-[C:2]_10_00_00,1,1633
1633,[c:5]1:[c:4]:[c:3]:[o:2]:[n:1]:1>>[N:1]-[O:2].C-C-O-[C:3]-[C:4]-[C:5]=O_11010_00000_00000,1,1634
1634,[n:4].[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3].[n:4]-C1-C-C-C-C-O-1_10-1-1_0000_0000,1,1635
1635,[n:3].[O:1]-[c:2]>>[O:1].Cl-[c:2].[n:3]-C1-C-C-C-C-O-1_10-1_000_000,1,1636
1636,[O:1].[c:4]1:[c:2]:[c:3]:[o:6]:[n:5]:1>>C-C-[O:1].[C:2]#[C:3].Cl\[C:4]=[N:5]/[O:6]_-100001_000000_000000,1,1637
1637,[N:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-C)-O-C(=O)-[N:2].[C:3]-O-c1:c:c:c:c:c:1_1-10_000_000,1,1638
1638,[N:5].[O:1]-[C:4].[C:2]=[O:3]>>[O:1].C-C-O-[C:2]-[O:3]-C-C.[C:4]-O-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[N:5]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_1000-1_00000_00000,1,1639
1639,[c:2]1:[c:1]:[s:5]:[c:4]:[n:3]:1>>Br-[C:1](-Br)-[C:2]=O.[N:3]-[C:4]=[S:5]_00200_00000_00000,1,1640
1640,[C:1].[O:2]=[C:3]-[C:4]>>C-[Si](-C)(-C)-[C:1].C-[O:2]-[C:3]=[C:4]_-100-1_0000_0000,1,1641
1641,[O:2]-[C:1]-[C:5]-[C:4]=[C:3]>>[C:1]=[O:2].Br-c1:c:c:c(-C-N2-[C@@H]3-C-C-C-C-[C@H]-3-N(-C-c3:c:c:c(-Br):c:c:3)-[Si]-2(-Cl)-[C:3]-[C:4]=[C:5]):c:c:1_0-1000_00000_00000,1,1642
1642,[C:1]-[N:2]>>O-[C:1].O=C(-[N:2])-O-c1:c:c:c:c:c:1_00_00_00,1,1643
1643,[C:1]-[Br:2]>>[C:1].[Br:2]-[K]_10_00_00,1,1644
1644,[O:1].[c:4]1:[c:2]:[c:3]:[o:6]:[n:5]:1>>C-[Si](-C)(-C)-[O:1].[C:2]#[C:3].Cl-[C:4]=[N:5]-[O:6]_-100001_000000_000000,1,1645
1645,[C:1]-[N:2]>>Cl-[C:1].C-[N:2]-C(=O)-O-C-c1:c:c:c:c:c:1_0-1_00_00,1,1646
1646,[O:4].[O:2].[N:1]-[c:3]>>[N:1].C-[O:2].Cl-[c:3].O=C(-[O:4])-c1:c:c:c:c:c:1_1-10-1_0000_0000,1,1647
1647,[N:2].[C:1]-[N:3]>>Cl-[C:1].F-C(-F)(-F)-C(=O)-[N:2].C-C(-C)(-C)-O-C(=O)-[N:3]_0-10_000_000,1,1648
1648,[O:4].[C:2]-[N:1]-[C:3]>>[N:1].C-O-[C:2].O=[C:3].C-C(-C)(-C)-[Si](-[O:4])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_20-1-1_0000_0000,1,1649
1649,[N:2].[c:1]-[C:3]>>[c:1].C-C(-C)(-C)-O-C(=O)-[N:2]-[C:3]_1-20_000_000,1,1650
1650,[O:3].[c:1]-[N:2]>>[c:1].[N:2].[O:3]-C-c1:c:c:c:c:c:1_12-1_010_000,1,1651
1651,[O:1].[O:2].[N:3].[n:4]:[n:6]:[c:5]:[n:7]>>C-C(-C)(-C)-[O:1].C-C(-C)(-C)-[O:2].C-C(-C)(-C)-O-C(=O)-[N:3].[n:4]:[c:5]:[n:6]:[n:7]_-1-1-10000_0000000_0000000,1,1652
1652,[C:1]-[C:2]=[O:3]>>C-O-C(=O)-[c:1]:[c:2]-[O:3]_-201_000_000,1,1653
1653,[O:2].[N:1]-[C:3]>>[N:1].C-C(-C)(-C)-[O:2].C=C-C-O-C(=O)-O-[C:3]_1-10_000_000,1,1654
1654,[C:1]=[C:2]-[O:4]>>O=[C:1]-[C:2].Cl-c1:c:c:c(-S(-[C:3])=[O:4]):c:c:1_011-1_0000_0000,1,1655
1655,[c:1]-[O:2]>>Cl-[c:1].C-[Si](-C)(-C)-[O:2]_00_00_00,1,1656
1656,[O:4].[C:2]-[C:3]-[n:1]>>[n:1].[C:2]=[C:3].[O:4]-C-c1:c:c:c:c:c:1_1-10-1_0000_0000,1,1657
1657,[O:4].[Cl:1]-[c:2]:[n:3]>>Cl-S(=O)-[Cl:1].O=[c:2]:[n:3].[O:4]-C-c1:c:c:c:c:c:1_001-1_0000_0000,1,1658
1658,[N:3].[n:1]:[c:2]>>[N:1].C-C-O-[C:2].F-C(-F)(-F)-C(=O)-[N:3]_10-1_000_000,1,1659
1659,[N:5].[O:3].[n:2].[n:1]-[C:4]>>[n:1].[n:2].C-C(=O)-[O:3].C-C(=O)-O-[C:4].C-C(=O)-[N:5]-C(-C)=O_01-10-2_00000_00000,1,1660
1660,[N:3].[N:1]-[C:2]>>[N:1].F-[C:2].C-N(-C)/C=[N:3]_10-2_000_000,1,1661
1661,[O:1]-[C:2]>>C-C(-C)(-C)-[O:1].C-N(-[C:2])-C=O_00_00_00,1,1662
1662,[C:1]=[O:2]>>[C:1].[O-]-[I+2](-[O-])-O-[I+2](-[O-])-[O:2]_20_0-1_00,1,1663
1663,[N:3].[O:4].[O:1]-[C:2]>>[O:1].Cl-[C:2].C-C(=O)-[N:3].[O:4]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1-1_0000_0000,1,1664
1664,[O:2].[O:3].[O:1]=[c:4]:[n:5]>>[O:1].C-C-[O:2].C-C-[O:3].Cl-[c:4]:[n:5]_2-1-10-1_00000_00000,1,1665
1665,[C:1]-[Cl:2]>>I-C-O-[C:1].Cl-S(=O)-[Cl:2]_00_00_00,1,1666
1666,[N:3].[N:4].[n:1]-[c:2]>>[n:1].Cl-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]_10-1-1_0000_0000,1,1667
1667,[O:2].[C:1]-[C:3]>>[C:1].C-C-[O:2].C-C-O-[C:3]_1-10_000_000,1,1668
1668,[N:3].[c:1]-[S:2]>>Br-[c:1].[Na]-[S:2].C-[Si](-C)(-C)-C-C-O-C-[N:3]_00-1_000_000,1,1669
1669,[n:3].[N:4].[N:1]-[c:2]>>[N:1].I-[c:2].[n:3]-C1-C-C-C-C-O-1.C-O-c1:c:c:c(-C-[N:4]):c:c:1_10-1-1_0000_0000,1,1670
1670,[N:4].[N:3].[N:1]-[C:2]>>[N:1].C-O-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]-C(=O)-O-C(-C)(-C)-C_10-1-2_0000_0000,1,1671
1671,[O:3].[c:1]-[C:2]>>Br-[c:1].Br-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_00-1_000_000,1,1672
1672,[C:1]-[P:3]=[O:2]>>I-[C:1].C-C-[O:2]-[P:3]_000_000_000,1,1673
1673,[n:4].[O:1]=[C:2]-[N:3]>>[Na]-[O:1].[C:2]#[N:3].C-[Si](-C)(-C)-C-C-O-C-[n:4]_10-2-1_0000_0000,1,1674
1674,[n:1]-[C:2]>>[n:1].I-c1:c:c:c:c:c:1-O-[C:2]_10_00_00,1,1675
1675,[N:6].[c:2]1:[c:1]:[o:5]:[c:4]:[n:3]:1>>Cl-[C:1]-[C:2]=O.[N:3]-[C:4]=[O:5].C-C(-C)(-C)-O-C(=O)-[N:6]_10200-1_000000_000000,1,1676
1676,[O:4].[C:2]-[N:1]-[C:3]>>[N:1].Br-[C:2].Br-[C:3].C-C-[O:4]_200-1_0000_0000,1,1677
1677,[C:2]-[N:1]-[S:3]>>[N:1].Cl-[C:2].Cl-[S:3]_200_000_000,1,1678
1678,[C:1]=[N:2]>>[C:1].O-C(=O)-c1:c:c:c(-S(=O)(=O)-O-N=[N:2]):c:c:1_20_00_00,1,1679
1679,[O:5].[c:2]:[n:1]:[c:3]:[c:4]>>[N:1].Cl-[c:2].[C:3]#[C:4].[O:5]-C1-C-C-C-C-O-1_200-1-1_00000_00000,1,1680
1680,[O:2].[N:1]-[C:3]>>[N:1].C-C(=O)-[O:2].[C:3]-O-c1:c:c:c:c:c:1_1-10_000_000,1,1681
1681,[O:1].[O:2].[C:3]-[C:4]>>C-[O:1].C-[O:2].[C:3]#[C:4]_-1-1-2-2_0000_0000,1,1682
1682,[C:1]-[O:3]-[N:2]>>Br-[C:1].[N:2]-[O:3]_010_01-1_000,1,1683
1683,[O:2].[O:1]-[c:3]>>[O:1].C-C-[O:2].C-O-[c:3]_1-10_000_000,1,1684
1684,[O:4].[C:1]-[C:3]-[N:2]>>[C:1]-[N:2]-[C:3].[O:4]-C-c1:c:c:c:c:c:1_0-11-1_0000_0020,1,1685
1685,[O:3]=[C:4].[c:5]1:[n:6]:[n:7]:[c:1]:[n:2]:1>>O=[C:1]-[N:2].C1-C-[O:3]-[C:4]-O-1.O=[C:5]-[N:6]-[N:7]_0100012_0000000_0000000,1,1686
1686,[O:3].[n:1]-[C:2]>>[n:1].Br-[C:2].C-[Si](-C)(-C)-[O:3]_10-1_000_000,1,1687
1687,[N:1]=[C:2]-[N:3]>>[N:1]-[Na].C-S-[C:2]=[N:3]_10-1_000_000,1,1688
1688,[O:1].[c:4]1:[n:2]:[n:3]:[c:5]:[c:6]:1>>C-C-[O:1].[N:2]-[N:3].C-C-O-[C:4]=O.O=[C:5]-[C:6]_-121002_000000_000000,1,1689
1689,[n:3].[N:1]-[C:4]-[N:2]>>[N:1].[N:2].O=S(=O)(-[n:3])-c1:c:c:c:c:c:1.[C:4](-n1:c:c:n:c:1)-n1:c:c:n:c:1_11-10_0000_0000,1,1690
1690,[O:1]-[c:2]>>[O:1].F-C(-F)(-F)-c1:c:c:c(-O-[c:2]):c:c:1_10_00_00,1,1691
1691,[O:3].[O:4].[O:5].[N:1]-[C:6](=[O:7])-[c:2]>>[N:1].Br-[c:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].[C:6]#[O:7]_10-1-1-100_00000-11_0000000,1,1692
1692,[O:1]-[P:2]>>[O:1].Br-c1:c:c(-C(=O)-[O-]):c:c:c:1-C-O-[P:2]_10_00_00,1,1693
