,Template,edit_site,change_H,change_C,change_S,Frequency
111,[N:1]>>C-O-c1:c:c:c(-C-[N:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1471
112,[n:1]-[C:2]>>[n:1].Br-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",11148
113,[N:1]-[C:2]>>[N:1].C=C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",320
114,[C:1]-[C:2]-[O:3]>>[C:1]-[Mg]-[Cl].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",872
115,[Cl:1]-[c:2]>>[Cl:1].O-C(=O)-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",2
116,[C:1]-[C:2]>>[C:1].O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",497
117,[C:1]-[c:2]>>[C:1].I-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",5203
118,[c:1]-[C:2]>>[c:1].Cl-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3727
119,[c:4]-[C:2]-[C:3]=[O:1]>>[O:1]-[C:2]1-[C:3]-[c:4]-1_0000_0000_0000,"{'A': [3, 1], 'B': [(2, 4)], 'C': [], 'R': []}","{4: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 2: 0, 3: 0, 1: 0}",1
120,[c:1]-[C:2]>>I-[c:1].O-B(-O)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",436
121,[C:1]>>O-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2043
122,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2159
123,[Cl:1]-[c:2]1:[c:3]:[c:4]:[n:5]:[c:6]:[c:7]:1>>Cl-P(-Cl)(=O)-[Cl:1].O=[C:2]1-[C:3]-[C:4]=[N:5]-[C:6]=[C:7]-1_0010000_0000000_0000000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 5), (5, 4), (4, 3), (3, 4), (5, 6), (6, 5), (6, 7), (7, 6)], 'R': []}","{4: 0, 5: 0, 6: 0, 7: 0, 2: 0, 1: 0, 3: 1}","{4: 0, 5: 0, 6: 0, 7: 0, 2: 0, 1: 0, 3: 0}","{4: 0, 5: 0, 6: 0, 7: 0, 2: 0, 1: 0, 3: 0}",1
124,[n:3].[N:1]-[C:2]>>[N:1].C-C-O-[C:2]-O.C-C(=O)-[n:3]_1-1-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 1, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
125,[O:1]>>C-C(-C)(-C)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},8652
126,[C:1]-[C:2]-[O:3]>>[Br]-[Mg]-[C:1].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",3827
127,[C:1]-[O:2]>>[C:1]=[O:2]_-1-1_00_00,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1)], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",14867
128,[N:1]-[C:2]>>[N:1].O=[C:2]_2-1_10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 2}","{2: 0, 1: 1}","{2: 0, 1: 0}",981
129,[O:3].[N:1]-[C:2]>>[N:1].[C:2]-[O:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",4226
130,[c:2]:[c:3]:[n:1]>>[N:1].[C:2].C-C-O-[C:3](-O-C-C)-O-C-C_120_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: 2}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",2
131,[c:1]-[N:2]>>[c:1].O-[N:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4032
132,[O:1]-[C:2]>>[O:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",472
133,[C:1]-[Cl:2]>>[C:1].Cl-S(=O)(=O)-[Cl:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",194
134,[n:1]-[C:2]>>[n:1].C-c1:c:c:c(-S(=O)(=O)-O-[C:2]):c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",646
135,[B:1]-[C:2]-[C:3]>>[B:1].[C:2]=[C:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",23
136,[O:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},6638
137,[O:1].[O:2]>>[O:1]-C-c1:c:c:c:c:c:1.[O:2]-C-c1:c:c:c:c:c:1_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",629
138,[O:1]-[c:2]>>[O:1].Cl-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",13761
139,[O:1]>>C-O-C-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1232
140,[C:1]-[F:2]>>O-[C:1].C-C-N(-C-C)-S(-F)(-F)-[F:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1727
141,[c:1]-[C:2]-[O:3]>>Br-[c:1].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",4154
142,[O:1]=[C:2]-[N:3]>>[O:1].[C:2]#[N:3]_20-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -2, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",843
143,[c:1]-[Cl:2]>>O-[c:1].Cl-P(-Cl)(=O)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1461
144,[N:3].[N:1]-[C:2]>>[N:1].O=[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]_1-1-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 1, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",397
145,[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1546
146,[n:1]-[c:2]>>[n:1].I-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1856
147,[N:1]-[C:2]>>[N:1].Cl-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",266
148,[O:1]=[C:2]>>C1-C-[O:1]-[C:2]-O-1_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2690
149,[c:2].[c:1]-[C:3]-[O:4]>>[c:1].C-[Si](-C)(-C)-[c:2].[C:3]=[O:4]_1-10-1_0000_0000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 4: -1, 1: 1, 2: -1}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",12
150,[C:1]=[O:2]>>C-O-[C:1]-[O:2]-C_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1032
151,[N:1]-[c:2]>>[N:1].Br-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",23951
152,[C:1]>>O=[C:1]_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},9275
153,[O:1].[C:2]-[O:3]>>C-C(=O)-[O:1].C-C-O-[C:2]=[O:3]_-1-2-1_000_000,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -2, 3: -1, 1: -1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",8
154,[N:1]>>C-c1:c:c:c(-S(=O)(=O)-[N:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},257
155,[c:1]>>Cl-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1130
156,[c:1]-[c:2]>>Br-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1768
157,[N:1]>>C-O-c1:c:c:c(-C-[N:1]):c(-O-C):c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},877
158,[O:1]=[C:2]-[C:3]>>C-[O:1]-[C:2]=[C:3]_00-1_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",377
159,[C:1]-[c:2]>>N#[C]-[Zn]-[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",194
160,[c:1]-[c:2]>>I-[c:1].O-B(-O)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",4272
161,[N:1]-[C:3]-[c:2]>>[N:1].[c:2].O=[C:3]_110_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",814
162,[c:1]-[N:2]>>[c:1].[N:2]-[O]-[Na]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",257
163,[O:2].[c:1]-[c:3]>>Br-[c:1].C-[O:2].C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_0-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 0, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",180
164,[C:1]>>Cl-[C:1]-Cl_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},105
165,[O:1]-[c:2]>>[O:1].Br-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3949
166,[c:1]:[c:2]-[O:3]>>[C:1].C-C-O-[C:2]=[O:3]_20-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",98
167,[N:1]>>O=C(-[N:1])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1222
168,[N:1]-[S:2]>>[N:1].C-S(=O)(=O)-O-[S:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",185
169,[C:1]-[C:2]>>I-[C:1].[Br]-[Mg]-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",18
170,[N:1]>>C-c1:[n:1]:c(-C):c:c:1_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},188
171,[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",195
172,[N:1]=[C:2]-[N:3]>>[N:1].[C:2]#[N:3]_20-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -2, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",846
173,[O:1]>>C=C-C-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},572
174,[F:2]-[C:1]-[F:3]>>O=[C:1].C-C-N(-C-C)-S(-F)(-[F:2])-[F:3]_000_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2025
175,[N:1]-[C:2]=[C:3]>>[N:1].O=[C:2]-[C:3]_101_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",432
176,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[C:1].[N:2].C-N(-C)-[C:3]=[C:4]-[C:5]=O_21000_00000_00000,"{'A': [], 'B': [(2, 5), (1, 3)], 'C': [], 'R': []}","{5: 0, 4: 0, 3: 0, 1: 2, 2: 1}","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}",25
177,[c:1]-[C:2]>>Br-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",4485
178,[O:2].[C:1]>>O-[C:1].[O:2]-C-c1:c:c:c:c:c:1_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",34
179,[c:1]-[C:2]-[O:3]>>[c:1].[C:2]=[O:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2858
180,[c:1]-[S:2]>>F-[c:1].[Na]-[S:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",282
181,[c:1]-[C:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",497
182,[O:2].[N:1]>>O=C(-[N:1])-O-C-c1:c:c:c:c:c:1.[O:2]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
183,[O:4]-[C:3]-[P:2]=[O:1]>>[O:1]-[P:2].[C:3]=[O:4]_000-1_-1000_0000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{3: 0, 4: -1, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: -1}","{3: 0, 4: 0, 2: 0, 1: 0}",12
184,[C:1]=[C:2]>>[C:1].O=[C:2]_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 2, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",5860
185,[O:1]-[C:3]-[N:2]-[c:4]>>[O:1].[N-]=[N+]=[N:2]-[C:3]-[c:4]_1-100_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: -1, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}",55
186,[C:1]-[O:4]-[c:3]:[n:2]>>Br-[C:1].[n:2]:[c:3]=[O:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [], 'R': [2, 2]}","{2: 1, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",178
187,[c:1]>>O-C(=O)-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},713
188,[S:1]-[c:2]>>[S:1].Br-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1546
189,[c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].O=[C:3]-[C:4]#[C:5]_120-10_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{3: 0, 4: -1, 5: 0, 1: 1, 2: 2}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",24
190,[N:2].[O:1]>>C=C-C-[O:1].C=C-C-O-C(=O)-[N:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",27
191,[O:3].[N:1]-[C:5]-[C:4](-[c:6])-[N:2]>>[N:1].[N:2].C-C(=O)-[O:3].O=[C:4]-[C:5]-[c:6]_11-1000_000000_000000,"{'A': [3], 'B': [(4, 6), (2, 4), (1, 5)], 'C': [], 'R': []}","{3: -1, 6: 0, 4: 0, 5: 0, 1: 1, 2: 1}","{3: 0, 6: 0, 4: 0, 5: 0, 1: 0, 2: 0}","{3: 0, 6: 0, 4: 0, 5: 0, 1: 0, 2: 0}",1
192,[O:4].[C:2]-[N:1]-[C:3]>>[N:1].Br-[C:2].C-C-O-[C:3].C-C(-C)(-C)-[Si](-C)(-C)-[O:4]_200-1_0000_0000,"{'A': [4], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 4: -1, 2: 0, 1: 2}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",5
193,[C:2]-[C:3]-[n:1]>>[n:1].[C:2]=[C:3]_1-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1556
194,[O:1]>>O=C(-[O:1])-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},597
195,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Cu]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1091
196,[c:1]:[n:2]>>[c:1].O=[N:2]-[O-]_1-1_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 1}","{1: 0, 2: 0}",284
197,[N:1]-[C:2]>>[N:1].C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4105
198,[C:1]-[C:2]-[O:3]>>[C:1]-[Mg]-[I].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",101
199,[C:2]-[C:3]-[N:1]>>[N:1].[C:2].O=[C:3]_110_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",209
200,[I:1]-[C:2]>>[I:1]-[Na].C-S(=O)(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",83
201,[N:1]-[C:2]>>[N:1].O=[N+](-[O-])-c1:c:c:c(-O-[C:2]):c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1874
202,[C:1]>>C-[Si](-C)(-C)-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1733
203,[N:1].[N:2]>>C-C(-C)(-C)-O-C(=O)-[N:1].C-C(-C)(-C)-O-C(=O)-[N:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",2051
204,[C:1]=[C:2]>>O=[C:1].C-C-O-P(=O)(-[C:2])-O-C-C_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2344
205,[N:1].[n:2]>>C-C(-C)(-C)-O-C(=O)-[N:1].C-C(-C)(-C)-O-C(=O)-[n:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",212
206,[C:2]-[N:1]-[C:3]>>[N:1].C-C-O-[C:2].O=[C:3]_20-1_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",52
207,[C:1]-[c:2]>>[C:1].Cl-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1619
208,[c:4]1:[n:5]:[c:1]:[o:2]:[n:3]:1>>O-[C:1]=[O:2].O-[N:3]-[C:4]=[N:5]_00101_00000_00000,"{'A': [], 'B': [(1, 5), (2, 3)], 'C': [], 'R': []}","{4: 0, 5: 1, 1: 0, 2: 0, 3: 1}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}","{4: 0, 5: 0, 1: 0, 2: 0, 3: 0}",302
209,[C:1]-[c:2]>>Br-[C:1].O-B(-O)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",695
210,[N:1]>>O=C1-[N:1]-C(=O)-c2:c:c:c:c:c:2-1_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},2775
211,[n:1]>>C-C(=O)-[n:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},169
212,[S:1]-[c:2]>>[S:1].Cl-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1303
213,[C:1]>>O=[c:1]_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},38
214,[O:1]>>C-C(-C)(-C)-[Si](-[O:1])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1538
215,[O:1]-[S:2]>>[O:1].F-C(-F)(-F)-S(=O)(=O)-O-[S:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3158
216,[n:2].[c:1]-[c:3]>>Br-[c:1].C-C(-C)(-C)-O-C(=O)-[n:2].C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_0-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 0, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",315
217,[n:1]-[C:2].[O:3]=[c:4]>>[n:1].Cl-[C:2].[O:3]-[c:4]_0010_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{2: 0, 1: 0, 4: 0, 3: 1}","{2: 0, 1: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 4: 0, 3: 0}",42
